,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles
6161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccc(S(=O)(=O)[O-])cc1.[Na+]
6162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CC1C=[C-]C=C1.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn+]
6163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46
6164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
6165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CCC(=O)O
6166,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
6167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
6168,,,,,,,,,,0.0,,,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O
6169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N=C(N)NS(=O)(=O)c1ccc(N)cc1
6170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
6171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCC(CC)COC(=O)CS
6172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,C=CC(=O)[O-]
6173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
6174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CC[N+](C)(C)CC=C
6175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,CCOC(=O)/C=C(C)/C=C/C[C@@H](C)CCCC(C)C
6176,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,,0.0,COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C
6177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CCCCCCCCS(=O)(=O)Cl
6178,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cn1nnc2c(C(N)=O)ncn2c1=O
6179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])C(Cl)(Cl)Cl
6180,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1
6181,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2
6182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCC1CO1
6183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(CC)C(=O)O
6184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(CO)(CO)[N+](=O)[O-]
6185,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(CC)CO
6186,0.0,,1.0,,,0.0,,1.0,,1.0,,1.0,Cc1cc(Br)ccc1NC(=O)CCl
6187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)[C@@H]1CC=C(C)C(=O)C1
6188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C(CCl)NCO
6189,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C(O)COc1ccccc1/C=N/NC(=O)c1ccncc1
6190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H]([C@H]2C[C@H](O)N=C(N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O
6191,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21
6192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,O=[N+]([O-])c1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1
6193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1
6194,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,OC(C#CCN1CCCC1)(c1ccccc1)c1ccccc1
6195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=C1NC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1
6196,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCOC(=O)c1ccc(N)cc1
6197,,,,,,,,0.0,,0.0,,,CCCOC(=O)c1cncn1C(C)c1ccccc1
6198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,SCCCCCCCCS
6199,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,,0.0,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
6200,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,c1csc(SSc2cccs2)c1
6201,,,,,,,,0.0,,0.0,,,Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2
6202,,,,,,,,0.0,,0.0,,,COc1cc(S(N)(=O)=O)cc(C(=O)O)c1OC
6203,,,,,,,,1.0,,0.0,,,CC(=O)N1CCN(c2ccc(O)cc2)CC1
6204,,,,,,,,0.0,,0.0,,,CCc1ccc(C2CCNCC2)cc1
6205,,,,,,,,0.0,,0.0,,,COc1ccccc1N1CCN(CC(O)COc2cc(OC)c(OC)c(OC)c2)CC1
6206,,,,,,,,0.0,,0.0,,,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)[O-])cc1
6207,,,,,,,,0.0,,0.0,,,CN1CCN(N)CC1
6208,,,,,,,,0.0,,0.0,,,Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I
6209,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)OC(C)C
6210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C
6211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCCCCN(C)C
6212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCCCCO
6213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCCCCCCN(C)C
6214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,OCCOCCOCCOCCO
6215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCOCCOCCO
6216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)CC(C)CC(O)CC(C)C
6217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCCN1CCN(CCO)CC1
6218,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCC(C=O)=Cc1ccccc1
6219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1CCCC1
6220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(OCc1ccccc1)c1ccccc1
6221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc(C)cc1[N+](=O)[O-]
6222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(N)(CO)CO
6223,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
6224,0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,1.0,1.0,O=C1c2ccccc2C(=O)C1(O)O
6225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(Cl)C(Cl)(Cl)Cl
6226,0.0,,0.0,0.0,,,0.0,,,,1.0,,CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)C[C@H]2C[C@H]([C@@H](C)O)OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C/C(=C/C(=O)OC)C[C@H](C=CC(C)(C)[C@]1(O)O2)O4)O3
6227,0.0,,0.0,,,1.0,1.0,,1.0,,,1.0,Oc1ccc([Hg]Cl)cc1
6228,0.0,,,,,0.0,,,0.0,,0.0,1.0,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
6229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CC1C(=O)CC2C3(C)CCC2(C(C)C(=O)O)C(=O)C13
6230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(=O)CC(=O)C(C)(C)C
6231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(=O)c1cc(Cl)cc(Cl)c1
6232,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,COC(=O)C(Br)CBr
6233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(=O)Cc1cccc2ccccc12
6234,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,Cc1cccc(NC(=S)N(C)C)c1
6235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Nc1cccc(N)n1
6236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O
6237,0.0,,0.0,1.0,,0.0,,,,,1.0,,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
6238,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-]
6239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
6240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
6241,1.0,,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,1.0,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-]
6242,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
6243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
6244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@@H](C)[C@](C)(O)C2
6245,0.0,0.0,,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21
6246,0.0,0.0,0.0,,,0.0,0.0,,,,1.0,1.0,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl
6247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1
6248,0.0,,,,0.0,,0.0,1.0,,0.0,,1.0,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,ClC=C(Cl)Cl
6250,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,ClCC(Cl)Cl
6251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(Cl)(Cl)Cl
6252,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Oc1c(Cl)cc(Cl)cc1Cl
6253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O
6254,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,FC(Cl)(Cl)Cl
6255,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,1.0,1.0,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl
6256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,O=C(O)COc1cc(Cl)c(Cl)cc1Cl
6257,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
6258,1.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
6259,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,CN(C)C1CCCCC1
6260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(Cl)c1ccccc1
6261,,,,,,,,0.0,,,,,C[C@@H](N)C(=O)O
6262,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O
6263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1
6264,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOc1ccc(NC(=O)OC(C)C)cc1OCC
6265,0.0,0.0,1.0,,,0.0,,1.0,0.0,,0.0,,CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2
6266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)c1ccccn1
6267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
6268,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,C1CCNCC1
6269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
6270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,C[C@@H]1CC=CC=CC=CC=C[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3C=CC(=O)O1)C[C@H](O)[C@H]2C(=O)O
6271,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl
6272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)OCCO
6273,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,C=CC(=O)OCCO
6274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
6275,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1
6276,0.0,0.0,0.0,,1.0,1.0,,1.0,0.0,0.0,1.0,,Oc1ccc(Oc2ccccc2)cc1
6277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,C#CC(O)CCCCC
6278,0.0,0.0,0.0,,,0.0,,,,,1.0,,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
6279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,C[Si](C)=O
6280,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCOc1cc([N+](=O)[O-])c(OCC)cc1N1CCOCC1
6281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=S(=O)([O-])c1cccc(S(=O)(=O)[O-])c1
6282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)CCOCCN(C)CCO
6283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])c1cccc([N+](=O)[O-])c1
6284,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,O=C1NC(=O)c2cccc3cccc1c23
6285,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,CCOC(=O)C1=NN(c2ccccc2)C(=O)C1
6286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1
6287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCOC(=O)CCC(C)=O
6288,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,c1ccc(CNc2ncnc3c2ncn3C2CCCCO2)cc1
6289,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccc(N)c([N+](=O)[O-])c1
6290,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,ClCC=CCCl
6291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Cc1ccc([N+](=O)[O-])c(N)c1
6292,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,CNc1ccc([N+](=O)[O-])cc1
6293,,0.0,,,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,Nc1ccc(/N=N/c2ccc(N)cc2)cc1
6294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1=CCC2CC1C2(C)C
6295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CC(=O)NNC(C)=O
6296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CCOC(=O)c1ccccc1C(=O)OCC=C
6297,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Oc1cccc(O)c1O
6298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,S=C1NCCN1
6299,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2
6300,,,,,,,,0.0,,0.0,,,COC(=O)c1cc(Cl)ccc1OC
6301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
6302,0.0,,0.0,,0.0,0.0,1.0,,,,1.0,1.0,O=c1c(-c2ccccc2)c1-c1ccccc1
6303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,O=C(OCc1ccccc1)c1cccnc1
6304,0.0,,0.0,,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
6305,,,,,,,,0.0,,0.0,,,O=C(O)c1ccc[n+]([O-])c1
6306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,OC1OC[C@@H](O)[C@H](O)[C@@H]1O
6307,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(=O)CCCCC1CCSS1
6308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)CC#N
6309,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC(C)CO
6310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCOC(=O)CCl
6311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COC(=O)CC(C)=O
6312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,COc1ccc(C)cc1
6313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCc1ccc(CC)cc1
6314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCC1CCC(CO)CC1
6315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)OCCN(CC)CC
6316,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,0.0,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
6317,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,0.0,O=P([O-])([O-])OC[C@@]1(O)O[C@H](COP(=O)([O-])O)[C@@H](O)[C@@H]1O
6318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1
6319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,NC1CCCCC1.NC1CCCCC1.O=P(O)(O)OC[C@H](O)CO
6320,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,1.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
6321,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC(=O)O.CCC(=O)O.O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1
6322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,O=S(=O)([O-])CC(S)CS
6323,0.0,,0.0,,,0.0,0.0,,,0.0,1.0,,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
6324,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-]
6325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1
6326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
6327,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
6328,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1
6329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccccc1OP(=O)(O)O
6330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,COc1c2c(cc3c1OCO3)CCN(C)C2
6331,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
6333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)CC(NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1c[nH]cn1)NC(=O)[C@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O
6334,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C
6335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC(=O)OCCCc1ccccc1
